anime_title;favorite_count
｢侵略!!イカ娘｣オリジナルアニメーション2013SUMMER;4339
宇宙の騎士テッカマンブレード;4332
サイボーグクロちゃん;4325
天体戦士サンレッド(第2期);4314
パンでPeace！;4304
SHUFFLE!MEMORIES;4303
血液型くん！4;4293
ドルアーガの塔 ～the Sword of URUK～;4287
たまゆら～卒業写真～第2部　響－ひびき－;4285
劇場版「Dance with Devils-Fortuna-」;4283
アイカツ！（4thシーズン）;4272
たまゆら～卒業写真～第4部　朝－あした－;4270
天地無用！GXP;4270
ウサビッチ　ZERO;4260
アルプスの少女ハイジ;4250
銃娘：ガンガール;4250
爆裂天使;4238
GEAR戦士電童;4236
君のいる町　OAD;4235
歌劇｢明治東亰恋伽～朧月の黒き猫～｣;4233
湘南爆走族;4228
勇者警察ジェイデッカー;4223
大正メビウスライン ちっちゃいさん;4216
斉藤壮馬・石川界人のダメじゃないラジオ;4210
探偵歌劇 ミルキィホームズ TD;4209
メトロポリス;4207
魔神英雄伝ワタル2;4205
夏のあらし！;4190
鴉 -KARAS-;4183
ピアシェ～私のイタリアン～;4182
Animelo Summer Live 2011 -rainbow-;4174
幕末Rock;4170
ツキプロch. シーズン2;4166
たまゆら～卒業写真～第3部　憧－あこがれ－;4165
COBRA THE ANIMATION　ザ・サイコガン;4154
普通の女子校生が【ろこどる】やってみた。クリスマススペシャル;4148
宇宙をかける少女;4147
勇者指令ダグオン;4143
ネコぱらOVA　仔ネコの日の約束;4132
京四郎と永遠の空;4126
プリズム・アーク;4125
学園戦記ムリョウ;4116
ナースウィッチ小麦ちゃんＲ;4114
Bonjour♪恋味パティスリー;4108
劇場版 「ドラゴンボールZ 神と神」;4105
仮面のメイドガイ;4104
グリーングリーン;4096
へうげもの;4082
戦闘メカ ザブングル;4072
チーティングクラフト;4071
這いよる!ニャルアニ;4062
ケロロ軍曹 7thシーズン;4059
ルパン三世TVSP #01 バイバイ・リバティー・危機一発！;4058
火の鳥;4054
ロミオの青い空;4038
ポンコツクエスト～魔王と派遣の魔物たち～　シーズン4;4032
獣王星;3997
ウサビッチ　シーズン5;3988
ルパン三世 1st series;3983
新世紀GPX　サイバーフォーミュラSAGA;3972
あまえないでよっ!!;3969
EX MACHINA-APPLESEED SAGA-;3960
Animelo Summer Live 2009 -RE:BRIDGE-;3957
マリア様がみてる　４ｔｈシーズン;3954
BLAZBLUE ALTER MEMORY;3940
ロスト・ユニバース;3937
てーきゅう 8期;3935
七つの海のティコ;3916
劇場版アイカツ！;3913
FREEDOM SEVEN;3906
カイトアンサ;3904
にょろーんちゅるやさん;3902
マリア様がみてる　OVA;3901
マリア様がみてる～春～;3895
Get Ride！アムドライバー;3883
プリンセスチュチュ;3883
劇場版サイレントメビウス;3878
ラブ米 -WE LOVE RICE-;3875
東京魔人學園剣風帖 龍龍(トウ);3867
チャージマン研！;3866
まぶらほ[TVシリーズ];3862
かりん;3852
あいまいみー～妄想カタストロフ～;3847
新世紀GPX サイバーフォーミュラZERO;3846
キャッツ・アイ;3839
銀河鉄道999　アンドロメダ篇;3838
森田さんは無口。;3837
D.C.II.S.S.～ダ・カーポII セカンドシーズン～;3835
Phantom-PHANTOM THE ANIMATION;3834
ケロロ軍曹 6thシーズン;3821
ウサビッチ　シーズン4;3816
せいぜいがんばれ！魔法少女くるみ;3811
ミュージカル「忍たま乱太郎」第5弾～新たなる敵！～;3810
ANIMAX MUSIX 2018 OSAKA;3808
ウサビッチ　シーズン2;3808
少年アシベ GO！GO！ゴマちゃん;3805
絶対防衛レヴィアタン;3804
ルパン三世 PARTIII;3794
パワーパフ ガールズ（新作シリーズ）;3790
デジモンテイマーズ 暴走デジモン特急;3784
てさぐれ！部活もの あんこーる【日テレオンデマンド】;3781
撲殺天使ドクロちゃん2(セカンド);3780
よろしくメカドック;3779
雨色ココア;3766
ウサビッチ　シーズン3;3765
神様はじめました THE MUSICAL♪;3764
真・恋姫†無双;3758
ゾイドワイルド;3731
おねがいマイメロディ ～くるくるシャッフル！～;3730
スクールランブル二学期;3729
空中ブランコ;3710
新世紀GPX　サイバーフォーミュラ11;3710
茄子 アンダルシアの夏;3701
冥王計画ゼオライマー;3698
ダメプリ ANIME CARAVAN dアニメストア特別映像特典;3696
探偵オペラ ミルキィホームズ 第2幕;3685
銀河鉄道999　空間軌道篇;3682
Wake Up, Girls！青春の影;3666
｢リコーダーとランドセル ド♪｣;3663
デジモンフロンティア 古代デジモン(オニスモン)復活！！;3659
COBRA THE ANIMATION　タイム・ドライブ;3635
ドリフェス！R;3629
Animelo Summer Live 2010 -evolution-;3622
磯部磯兵衛物語;3621
おそ松さん on STAGE ～SIX MEN'S SHOW TIME～ 配信版;3615
てさぐれ！部活もの すぴんおふ プルプルんシャルムと遊ぼう;3612
TVアニメ『恋愛暴君』 オーディオコメンタリー＜恋愛暴言＞;3603
ANIMAX MUSIX 2017 YOKOHAMA;3601
OVA「スクールランブル一学期補習」;3598
Baby Princess 2Dぱらだいす0(ラブ);3588
アトム ザ・ビギニング;3584
音楽劇｢金色のコルダ　Blue♪Sky　First Stage｣;3583
秘密結社 鷹の爪;3582
ミス・モノクローム－The Animation－;3581
EAT-MAN;3580
鬼斬;3580
超重神グラヴィオン;3574
はぴねす!;3572
太陽の牙ダグラム;3567
七つの美徳;3559
DD北斗の拳2 イチゴ味＋;3549
トリコ;3548
BLUE GENDER;3544
蒼き伝説シュート！;3541
森田さんは無口;3540
舞台 増田こうすけ劇場 ギャグマンガ日和 デラックス風味;3525
STAGE FES 2017;3523
吸血姫美夕(1988);3523
鋼鉄神ジーグ;3519
働きマン;3495
劇場版Strait Jacket;3493
エルフを狩るモノたち FIRST IMPRESSION;3486
ファイ・ブレイン～神のパズル 第2シリーズ;3474
ミュージカル「忍たま乱太郎」第6弾～凶悪なる幻影！～;3446
小公女セーラ;3437
真・恋姫†無双～乙女大乱～;3434
BALDR FORCE EXE RESOLUTION;3426
ビーストウォーズメタルス　超生命体トランスフォーマー;3425
超劇場版 ケロロ軍曹;3424
fripSide LIVE TOUR 2016-2017 FINAL in Saitama Super Arena -Run for the 15th Anniversary-;3392
舞台「四月は君の嘘」;3390
ルパン三世TVSP #13 アルカトラズ コネクション;3368
西の善き魔女 Astraea Testament;3362
乃木坂春香の秘密 ぴゅあれっつぁ♪;3361
カレイドスター　新たなる翼 『笑わない　すごい　お姫様』;3360
ラムネ;3340
K RETURN OF KINGS All in One Edition～Master in 2Hours～;3322
「忍たま乱太郎17シリーズ」第25話～48話;3317
Paradise Kiss;3302
Animelo Summer Live 2006 -OUTRIDE-;3301
劇場版イナズマイレブン 最強軍団オーガ襲来;3298
キディ・ガーランド;3293
D.C.S.S.～ダ・カーポ セカンドシーズン～;3290
カレイドスター　～レイラ・ハミルトン物語～;3289
働くお兄さん！;3285
GJ部＠【日テレオンデマンド】;3275
刀剣乱舞　おっきいこんのすけの刀剣散歩　参;3265
はじめの一歩　OVA　間柴vs木村　死刑執行;3265
VS騎士ラムネ&40 炎;3263
ねこねこ日本史 第２期;3261
ルパンしゃんしぇい;3259
じゃりン子チエ;3254
源氏物語千年紀Genji;3248
超生命体トランスフォーマー ビーストウォーズ・リターンズ;3248
Animelo Summer Live 2008 -Challenge-;3243
ルパン三世TVSP #14 EPISODE：0 ファーストコンタクト;3222
OVA　無責任艦長タイラー;3218
毎度！浦安鉄筋家族;3213
ダンボール戦機;3208
乃木坂春香の秘密 ふぃな～れ♪;3194
BLACK BLOOD BROTHERS;3191
ラブひな　Again;3189
妖怪ウォッチ シャドウサイド;3188
少女革命ウテナ ～白き薔薇のつぼみ～;3184
ルパン三世TVSP #06 燃えよ斬鉄剣;3179
ブラック・ジャック 劇場版;3174
這いよる!ニャルアニ リメンバー・マイ・ラブ(クラフト先生);3162
宇宙海賊キャプテンハーロック;3156
ナゾトキネ;3151
ブラック・ジャック＜OVA＞;3146
舞台「夢王国と眠れる100人の王子様～Prince Theater～」;3140
ピーチガール;3129
宮河家の空腹;3115
ToHeart2;3113
闇芝居 三期;3106
ルパン三世TVSP #22 血の刻印 永遠のmermaid;3104
義風堂々！！ 兼続と慶次;3098
ケンコー全裸系水泳部 ウミショー;3098
PAPUWA;3097
がくえんゆーとぴあ まなびストレート！;3094
舞台「十二大戦」;3093
ふしぎ星の☆ふたご姫Gyu！;3084
闇芝居 二期;3076
精霊使い;3074
この青空に約束を―～ようこそつぐみ寮へ～;3073
くるねこ;3068
ルパン三世TVSP #09 ワルサーＰ３８;3061
超進化ステージ「デジモンアドベンチャー tri.」～８月１日の冒険～;3054
アイカツ！ミュージックアワード　みんなで賞をもらっちゃいまSHOW！;3051
Φなる・あぷろーち;3042
ルパン三世TVSP #12 １＄マネーウォーズ;3040
アイドルメモリーズ;3038
てーきゅう 6期;3038
ルパン三世TVSP #10 炎の記憶 ～Tokyo Crisis～;3038
僕の妹は｢大阪おかん｣;3037
よみがえる空 -RESCUE WINGS-;3037
無責任ギャラクシー☆タイラー;3036
AKB0048;3031
Night Walker -真夜中の探偵-;3024
ルパン三世TVSP #17 天使の策略～夢のカケラは殺しの香り～;3015
神魂合体ゴーダンナー!!;3014
LOVE・LOVE?;3011
喰霊‐零‐ THE LIVE;3005
ノブナガン;3003
花子さんがきた;2991
世界の闇図鑑【闇芝居スピンオフ作品】;2984
映画魔法つかいプリキュア！奇跡の変身！キュアモフルン！ ;2974
Cutie Honey Universe;2968
この男子、魔法がお仕事です。;2966
ルパン三世TVSP #21 the Last Job;2965
鷹の爪 NEO;2962
ルパン三世TVSP #15 お宝返却大作戦!!;2956
無責任艦長タイラー特別編　ひとりぼっちの戦争;2947
高宮なすのです！～てーきゅうスピンオフ～;2939
映画ハートキャッチプリキュア！花の都でファッションショー…ですか!?;2939
メガネブ！;2936
黒田崇矢のかかってこんかい！with増田俊樹;2920
Animelo Summer Live 2007 -Generation-A-;2917
BUZZER BEATER;2914
双恋;2901
OVA『ToHeart2ad』;2895
ルパン三世TVSP #07 ハリマオの財宝を追え！！;2893
未来警察ウラシマン;2886
赤毛のアン;2879
舞台『DIABOLIK LOVERS～re:requiem～』;2879
キューティーハニー;2876
てーきゅう 4期;2872
てーきゅう 5期;2871
映画プリキュアオールスターズ みんなで歌う♪奇跡の魔法！;2870
疾風!アイアンリーガー;2864
｢エル・カザド｣;2864
てーきゅう 7期;2860
三国志;2852
キャッツ・アイ 2nd season;2851
ドラゴンボール　エピソードオブバーダック;2848
森田さんは無口。2;2846
ルパン三世TVSP #08 トワイライト☆ジェミニの秘密;2846
ルパン三世TVSP #05 ルパン暗殺指令;2843
まほらば～Heartful days;2841
ブラック・ジャック21;2834
劇場版イナズマイレブンＧＯ　究極の絆 グリフォン;2831
チーズスイートホーム;2831
無責任艦長タイラー 地上より永遠に;2811
ルパン三世TVSP #11 愛のダ・カーポ ～ＦＵＪＩＫＯ's Ｕnlucky Ｄays～;2810
映画プリキュアオールスターズNewStage2 こころのともだち;2808
ルパン三世TVSP #03 ナポレオンの辞書を奪え;2797
銀牙伝説WEED（ウィード）;2795
ルパン三世TVSP #02 ヘミングウェイ・ペーパーの謎;2793
超劇場版ケロロ軍曹2　深海のプリンセスであります！;2792
AKB0048 nextstage;2790
映画ふたりはプリキュアＭａｘＨｅａｒｔ2　雪空のともだち;2788
にゃんぼー！;2785
劇場版イナズマイレブンGO vs ダンボール戦機W;2781
映画ふたりはプリキュアＭａｘＨｅａｒｔ;2781
風雲維新ダイ☆ショーグン;2773
劇場版プリパラみ～んなでかがやけ！キラリン☆スターライブ！- らぁらのコース;2768
映画プリキュアオールスターズ 春のカーニバル♪;2766
いっぽう日本昔ばなし;2762
キャシャーンSins;2761
ルパン三世TVSP #20 sweet lost night 〜魔法のランプは悪夢の予感〜;2760
光と水のダフネ;2759
ルパン三世TVSP #16 盗まれたルパン～コピーキャットは真夏の蝶～;2756
ドラゴンボール　超サイヤ人絶滅計画;2754
劇場版 戦国BASARA -The Last Party-;2739
ルパン三世TVSP #18 セブンデイズ・ラプソディ;2736
はじめの一歩　TVスペシャル　～Champion Road～;2733
三つ目がとおる;2727
スケッチブック～full color’s～;2725
ほら、耳がみえてるよ！;2722
メガゾーン23;2722
絶対衝激～PLATONIC HEART～;2718
映画プリキュアオールスターズNewStage みらいのともだち;2713
OZMAFIA!!;2712
KITE LIBERATOR;2711
超劇場版ケロロ軍曹 誕生！究極ケロロ 奇跡の時空島であります!!;2706
超重神グラヴィオンツヴァイ;2704
円盤皇女ワるきゅーレ;2703
機動戦士Ｖガンダム;2700
猫のダヤン;2698
BUS GAMER;2690
まめねこ;2688
映画プリキュアオールスターズDX3 未来にとどけ！ 世界をつなぐ☆虹色の花;2685
ストリートファイターII V;2669
アラド戦記 ～スラップアップパーティー～;2668
浦和の調ちゃん;2664
ミュージカル「ヘタリア～in the new world～」東京大千秋楽版;2664
ミュージカル『テニスの王子様』The Treasure Match 四天宝寺 feat. 氷帝 Ver.青学（せいがく）4代目VS四天宝寺A;2662
ルパン三世TVSP #04 ロシアより愛をこめて;2660
映画プリキュアオールスターズNewStage3 永遠のともだち;2656
ミュージカル『テニスの王子様』Absolute King 立海 feat. 六角 ～First Service;2648
不思議の国の美幸ちゃん;2647
超劇場版ケロロ軍曹3　ケロロ対ケロロ 天空大決戦であります！;2632
みかん絵日記;2629
ルパン三世TVSP #19 霧のエリューシヴ;2628
くるねこ 新シーズン;2624
映画プリキュアオールスターズDX2 希望の光☆レインボージュエルを守れ！;2620
 「TSUKIPRO THE ANIMATION」dアニメストア特別映像特典;2618
バスカッシュ！;2612
映画プリキュアオールスターズＤＸ みんなともだちっ☆奇跡の全員大集合！;2608
映画あたしンち;2605
映画Ｙｅｓ！プリキュア５ 鏡の国のミラクル大冒険！;2598
劇場版 「ドラゴンボール 神龍の伝説」;2598
うーさーのその日暮らし;2596
闇芝居 四期;2591
影鰐-KAGEWANI-;2587
洲崎西　THE ANIMATION;2586
カードファイト!! ヴァンガード;2584
H2O ～FOOTPRINTS IN THE SAND～;2583
_summer;2581
映画Ｙｅｓ！プリキュア５ＧｏＧｏ！ お菓子の国のハッピーバースディ♪;2577
ここはグリーン・ウッド;2573
學蘭歌劇『帝一の國』－大海帝祭－;2544
牙狼-紅蓮ノ月-;2543
わが青春のアルカディア無限軌道ＳＳＸ;2542
劇場版サイレントメビウス2;2540
うさかめ;2539
てーきゅう 2期;2535
侍霊演武：将星乱(ソウルバスター：しょうせいらん);2533
茄子 スーツケースの渡り鳥;2529
不思議なソメラちゃん;2520
野良スコ;2517
ブラック・ジャック ＜オリジナルアニメ＞;2516
“文学少女” メモワールI 夢見る少女の前奏曲(プレリュード)-;2514
てーきゅう 3期;2513
銀河旋風ブライガー;2511
つよきす Cool×Sweet;2510
パーマン;2504
ストリートファイターII MOVIE;2503
フタコイ オルタナティブ;2498
VS騎士ラムネ&40FRESH;2497
舞台「パタリロ！」★スターダスト計画★;2489
カイバ;2487
せいぜいがんばれ！魔法少女くるみ（第2期）;2485
魔法少女大戦;2484
魔法のプリンセス ミンキーモモ;2483
劇場版あたしンち｢情熱のちょ～超能力♪ 母大暴走！｣;2482
ななついろ★ドロップス;2478
機甲創世記モスピーダ;2472
｢リコーダーとランドセル レ♪｣;2471
映画ドキドキ！プリキュア マナ結婚!!? 未来につなぐ希望のドレス;2468
映画スマイルプリキュア！絵本の中はみんなチグハグ！;2463
北斗の拳 ラオウ外伝 天の覇王;2461
スナックワールド;2453
働くお兄さん！の２！;2452
秘密結社 鷹の爪 MAX;2450
内田彩 Hello! My Music ～COLORS～;2444
劇場版 「ドラゴンボールＺ 燃えつきろ！！熱戦・烈戦・超激戦」;2440
東京魔人學園剣風帖 龍龍 第弐幕;2439
B’T X;2436
うーさーのその日暮らし 覚醒編;2431
真救世主伝説 北斗の拳　ZERO ケンシロウ伝;2426
この男子、宇宙人と戦えます。～僕らのセカイのまもり方～;2421
パタリロ！　スターダスト計画;2416
銀河鉄道物語 ～永遠への分岐点～;2409
この男子、人魚ひろいました。;2408
OVA ToHeart2;2406
劇場版 「ドラゴンボールＺ 復活のフュージョン！！悟空とベジータ」;2406
劇場版 「ドラゴンボールＺ 危険なふたり！超戦士はねむれない」;2403
真救世主伝説 北斗の拳　ラオウ伝 殉愛の章;2398
くじびきアンバランス;2364
ちるらん にぶんの壱;2363
七人のナナ;2361
映画Go！プリンセスプリキュアGo！Go！！豪華3本立て！！！;2354
OVA『ToHeart2ダンジョントラベラーズ』;2347
影鰐-KAGEWANI-承;2343
ミュージカル「Dance with Devils～Fermata（フェルマータ）～」;2343
あらいぐまラスカル;2341
うーさーのその日暮らし 夢幻編;2341
どろろ;2341
あおおに　～じ・あにめぇしょん～;2338
マシンロボ クロノスの大逆襲;2333
宇宙船サジタリウス;2332
映画ふたりはプリキュアＳｐｌａｓｈ☆Ｓｔａｒ チクタク危機一髪！;2325
探偵オペラ ミルキィホームズ Alternative ONE ～小林オペラと５枚の絵画～;2323
PARASITE DOLLS;2322
わが青春のアルカディア;2321
あしたのジョー２;2313
伝説の勇者ダ・ガーン;2309
カクレンボ;2307
探偵オペラ ミルキィホームズ Alternative TWO -小林オペラと虚空の大鴉-;2304
ブラック・ジャック スペシャル～命をめぐる4つの奇跡～;2303
こちら葛飾区亀有公園前派出所THE MOVIE　もう、誰もわしを止められん！;2301
秘密結社 鷹の爪 カウントダウン;2299
真救世主伝説 北斗の拳　ラオウ伝 激闘の章;2294
おぼっちゃまくん;2292
マイマイ新子と千年の魔法;2292
ミュージカル『テニスの王子様』Absolute King 立海 feat. 六角 ～Second Service;2290
チーズスイートホーム あたらしいおうち;2288
マージナルプリンス～月桂樹の王子達～;2285
ブラック・ジャック ふたりの黒い医者;2267
ミュージカル『テニスの王子様』コンサート Dream Live 4th;2266
ガラスの艦隊;2264
真救世主伝説 北斗の拳　ユリア伝;2263
舞台『DIABOLIK LOVERS MORE,BLOOD』;2255
牙狼＜GARO＞－DIVINE FLAME－;2253
舞台(ステージ)｢不機嫌なモノノケ庵｣;2250
夏のあらし！～春夏冬中～;2249
真救世主伝説 北斗の拳　トキ伝;2244
エルフを狩るモノたち SECOND IMPRESSION;2241
機動新撰組 萌えよ剣TV;2235
パズドラクロス;2229
キャプテン;2228
劇場版　フランダースの犬;2228
機甲界ガリアン;2227
まいっちんぐマチコ先生;2223
秘密結社　鷹の爪DO;2219
ファンタジックチルドレン;2216
神魂合体ゴーダンナー!! SECOND SEASON;2215
無敵鋼人ダイターン３;2215
吉永さん家のガーゴイル;2208
怪盗ジョーカー／怪盗ジョーカー シーズン２;2207
火の鳥 羽衣編;2204
fripSide 15th Anniversary Tour 2017-2018 “crossroads”;2201
TVアニメーション　下級生;2192
下級生2　～瞳の中の少女たち～;2191
キディ・グレイド -イグニッション-(覚醒篇);2190
劇場版 「ドラゴンボールＺ とびっきりの最強対最強」;2190
ばなにゃ;2184
GIRLSブラボー second season;2177
ミス・モノクローム -The Animation- 3;2177
ToHeart Remember my memories;2170
ケメコデラックス!;2169
ブラック・ジャック 空からきた子ども;2168
IZUMO　猛き剣の閃記;2165
快盗天使ツインエンジェル～キュンキュン☆ときめきパラダイス!!～;2162
破邪大星ダンガイオー;2157
スプーンおばさん;2153
映画スイートプリキュア♪とりもどせ！ 心がつなぐ奇跡のメロディ♪;2152
キディ・グレイド -メイルシュトローム-(氾濫篇);2149
宇宙少女 俺ミス;2146
こちら葛飾区亀有公園前派出所THE MOVIE2  UFOの襲来！　トルネード大作戦！！;2139
らいむいろ戦奇譚;2137
『けものフレンズ』 ジャパリバスツアー ぐんまちほー行き;2135
NG騎士ラムネ&40EX ビクビクトライアングル愛の嵐大作戦;2130
銀河へキックオフ;2121
山賊の娘ローニャ;2113
えびてん 公立海老栖川高校天悶部;2111
月面兎兵器ミーナ;2108
あまえないでよっ!!喝!!;2104
映画フレッシュプリキュア！ おもちゃの国は秘密がいっぱい!?;2099
劇場版 「ドラゴンボールＺ」;2098
メガゾーン23 PART II 秘密く・だ・さ・い;2096
超劇場版ケロロ軍曹　撃侵ドラゴンウォリアーズであります！;2083
Cosmic Baton Girl コメットさん☆;2075
キディ・グレイド -トゥルースドーン-(黎明篇);2070
劇場版 「ドラゴンボールＺ 龍拳爆発！！悟空がやらねば誰がやる」;2064
DD北斗の拳;2064
バビル2世;2059
新・湘南爆走族 荒くれKNIGHT;2054
Yoshino Nanjo Live Tour 2017 <・R・i・n・g・>;2051
星空キセキ;2043
シスター・プリンセス Re Pure キャラクターズ;2041
NG騎士ラムネ&40DX ワクワク時空 炎の大捜査戦;2041
タイムボカン24 ;2034
ミス・モノクローム -The Animation- 2;2034
聖少女艦隊　バージンフリート;2029
太陽の勇者ファイバード;2028
秘密結社 鷹の爪 EX;2023
シスター・プリンセス Re Pure ストーリーズ;2018
戦え!超ロボット生命体 トランスフォーマー;2015
はだしのゲン;2015
おかしなガムボール;2013
こちら葛飾区亀有公園前派出所 噂の海パン刑事登場／ハイパー小学生VS両津／部長よ！あれがパリの灯だ／激突！神VS両津;2011
秘密結社 鷹の爪  THE MOVIE～総統は二度死ぬ～;2009
MAMI KAWADA FINAL F∀N FESTIVAL “F”;2001
劇場版 「ドラゴンボールＺ 激突！！１００億パワーの戦士たち」;1998
ヘボット！;1997
ヤッターマン;1996
やんやんマチコ;1995
映画ハピネスチャージプリキュア！人形の国のバレリーナ;1993
“文学少女”メモワールIII 恋する乙女の狂想曲(ラプソディ)-;1993
勇者エクスカイザー;1992
うみものがたり～あなたがいてくれたコト～;1990
劇場版 「ドラゴンボールＺ 超戦士撃破！！勝つのはオレだ」;1987
Gift ～eternal rainbow～;1986
angela デビュー13周年記念☆拡大版｢全部が主題歌ライヴ！！｣;1971
小野坂・小西のO+K 2.5次元 アニメーション 1 ～これが2.5次元化だ!!～;1969
超獣機神ダンクーガ 失われた者たちへの鎮魂歌;1967
GR-GIANT ROBO;1965
劇場版 「ドラゴンボールＺ 銀河ギリギリ！！ぶっちぎりの凄い奴」;1965
OVA 『ToHeart2 adnext』;1964
こわぼん;1959
Genius Party;1959
アフロサムライ;1954
ハイスクールミステリー学園七不思議;1952
闇芝居 五期;1943
THE八犬伝;1941
OVA 『ToHeart2 adplus』;1941
ペリーヌ物語;1940
劇場版プリパラみ～んなでかがやけ！キラリン☆スターライブ！- みれぃのコース;1936
へっぽこ実験アニメーション｢エクセル・サーガ｣;1935
戦国魔神ゴーショーグン;1934
ぼくらベアベアーズ;1928
マジンガーＺ対デビルマン;1928
朝霧の巫女;1926
宇宙海賊キャプテン・ハーロック　アルカディア号の謎;1925
ＧＯ！ＧＯ！５７５;1924
少年アシベ　ＧＯ！ＧＯ！ゴマちゃん　第2シリーズ;1921
ザ・サード～蒼い瞳の少女～;1916
しばいぬ子さん;1915
フランダースの犬;1915
うぇいくあっぷがーるＺＯＯ！;1913
｢HAPPY☆LESSON｣ THE TV;1913
ゲートキーパーズ21;1912
GOLDEN BOY-ゴールデンボーイ-　さすらいのお勉強野郎;1907
学校のコワイうわさ 新・花子さんがきた!!;1907
次篇降臨！ベルセルクTVシリーズ第2期スタート記念ウラ特番;1898
ガラスの仮面(1984年版);1893
こちら葛飾区亀有公園前派出所 両さんアメリカへ行く;1889
劇場版プリパラみ～んなでかがやけ！キラリン☆スターライブ！- ひびきのコース;1886
劇場版 「ドラゴンボール 最強への道」;1882
ブラック・ジャック＜Flashアニメ＞;1878
劇場版 「ドラゴンボールＺ 極限バトル！！三大超サイヤ人」;1869
リボンの騎士;1867
こちら葛飾区亀有公園前派出所 大ハード！両津勘吉は二度死ぬ;1866
超獣機神ダンクーガ 白熱の終章;1864
秘密結社 鷹の爪  THE MOVIE III～http://鷹の爪.jpは永遠に～;1861
忍者ハットリくん;1859
堀江由衣　クリスマスライブ　～由衣がサンタに着がえたら～;1858
アジール・セッション;1855
こちら葛飾区亀有公園前派出所 最も危険なサバイバル！？;1855
ジャイアント・ロボ THE ANIMATION 外伝 銀鈴 GinRei　鉄腕GinRei Epidode.23 禁断の果実を奪還せよ 極楽大作戦！！;1851
戦え!! イクサー1;1850
タマ＆フレンズ～うちのタマ知りませんか？～;1845
忘却の旋律;1840
かみさまみならい ヒミツのここたま（第53回～）;1839
ついでにとんちんかん;1835
こみっくパーティー;1833
探偵チームＫＺ（カッズ）事件ノート;1833
超獣機神ダンクーガ GOD BLESS DANCOUGA;1822
こちら葛飾区亀有公園前派出所 湯けむりポロリ！２００１年・京都の旅;1819
ドージンワーク;1811
こちら葛飾区亀有公園前派出所 バカンスは激しいのがお好き;1809
秘密結社 鷹の爪  THE MOVIE II～私を愛した黒烏龍茶～;1808
小野坂・小西のO+K 2.5次元 アニメーション 2 ～もっと2.5次元化！～;1804
EAT-MAN’98;1803
同級生2 テレビ編集版;1801
ねこねこ日本史 第3期;1796
天才バカヴォン～蘇るフランダースの犬～;1794
カードファイト!! ヴァンガード　アジアサーキット編;1791
劇場版 「ドラゴンボールＺ 地球まるごと超決戦」;1783
ジャイアント・ロボ THE ANIMATION 外伝 銀鈴 GinRei  素足のGinRei Episode.1 盗まれた戦闘チャイナを捜せ大作戦！！;1782
gdgd妖精s（ぐだぐだフェアリーズ）第1期;1777
ジャイアント・ロボ THE ANIMATION 外伝 銀鈴 GinRei  青い瞳の銀鈴 GinRei with blue eyes;1776
“文学少女”メモワールII ソラ舞う天使の鎮魂曲(レクイエム)-;1776
Live Musical「SHOW BY ROCK!!」～THE FES II-Thousand XVII～【Genesis】;1772
平成天才バカボン;1771
きょ～ふ！ゾンビ猫;1770
錬金3級まじかる?ぽか～ん;1765
イナズマデリバリー;1757
鷹の爪 THE MOVIE 4 ～カスペルスキーを持つ男～;1745
新白雪姫伝説プリーティア;1744
こちら葛飾区亀有公園前派出所 両津の野望！タイムスリップ戦国伝;1737
舞台 増田こうすけ劇場 ギャグマンガ日和 ～奥の細道、地獄のランウェイ編～;1732
おじゃる丸放送20年セレクション;1731
｢学校のコワイうわさ 新・花子さんがきた!!｣シーズン2;1729
バブルガムクライシス;1729
TO BE HERO;1717
はなかっぱ;1711
OH!スーパーミルクチャン;1709
レ・ミゼラブル　少女コゼット;1706
闇芝居 六期;1702
キュートランスフォーマー　帰ってきたコンボイの謎;1698
科学忍者隊ガッチャマン;1696
怪獣娘（第2期）～ウルトラ怪獣擬人化計画～;1686
劇場版 「ドラゴンボールＺ この世で一番強いヤツ」;1686
宇宙の騎士テッカマン;1685
BLUE GENDER THE WARRIOR;1684
母をたずねて三千里;1683
三国志 II 「天翔ける英雄たち」;1682
こちら葛飾区亀有公園前派出所 大ハード2！史上最低の決戦;1681
ZIP!～朝だよ！貝社員～;1681
迷宮物語;1679
NG騎士ラムネ&40総集編;1678
【緊急特番】霊剣山　星屑たちの前夜祭;1674
ONE～輝く季節へ～;1672
奏光のストレイン;1670
勇者指令ダグオン 水晶の瞳の少年;1653
Live Musical「SHOW BY ROCK!!」～THE FES II-Thousand XVII～【Destiny】（千秋楽公演）;1652
スーパーミルクちゃん;1648
ゆるめいつ;1644
こちら葛飾区亀有公園前派出所 両さん最大の危機！ライバルはチャキチャキ江戸っ娘／二十一世紀だよ！祝い隊参上;1641
鍵姫物語 永久アリス輪舞曲;1636
グレートマジンガー対ゲッターロボ;1633
プリンセスナイン 如月女子高野球部;1632
劇場版 「ドラゴンボールＺ 超サイヤ人だ孫悟空」;1626
こみっくパーティRevolution;1618
月は東に日は西に　～Operation Sanctuary～;1614
あはれ!名作くん;1613
ASTROBOY 鉄腕アトム;1613
ふしぎなメルモ;1613
NBCUniversal ANIME×MUSIC FESTIVAL ～25th ANNIVERSARY～;1612
銀河烈風バクシンガー;1612
ちょこッとSister;1611
ひとひら;1611
こちら葛飾区亀有公園前派出所 擬宝珠家ご一行様INハワイアン大パニック;1599
超速変形ジャイロゼッター;1599
私のあしながおじさん;1599
